Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
GYRO,"Gyrodyne , LLC",20.07,$29.76M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/gyro
HEES,"H&E Equipment Services, Inc.",26.12,$929.11M,2006,n/a,n/a,http://www.nasdaq.com/symbol/hees
HLG,Hailiang Education Group Inc.,19.65,$505.01M,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hlg
HNRG,Hallador Energy Company,5.79,$172.33M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/hnrg
HALL,"Hallmark Financial Services, Inc.",11.29,$205.21M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hall
HALO,"Halozyme Therapeutics, Inc.",16.72,$2.37B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/halo
HBK,"Hamilton Bancorp, Inc.",14.1,$48.1M,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hbk
HLNE,Hamilton Lane Incorporated,23.95,$1.13B,2017,Finance,Investment Managers,http://www.nasdaq.com/symbol/hlne
HBHC,Hancock Holding Company,44.85,$3.8B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhc
HBHCL,Hancock Holding Company,25.8701,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhcl
HNH,Handy & Harman Ltd.,34,$415.53M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/hnh
HAFC,Hanmi Financial Corporation,27.8,$900.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hafc
HQCL,"Hanwha Q CELLS Co., Ltd. ",7.59,$634.69M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/hqcl
HONE,"HarborOne Bancorp, Inc.",18.15,$582.99M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/hone
HDNG,Hardinge Inc.,14.08,$182.33M,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hdng
HLIT,Harmonic Inc.,2.8,$227.56M,1995,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/hlit
HBIO,"Harvard Bioscience, Inc.",3.25,$113.21M,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/hbio
HCAP,Harvest Capital Credit Corporation,13.64,$87.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcap
HCAPL,Harvest Capital Credit Corporation,25.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcapl
HCAPZ,Harvest Capital Credit Corporation,25.3206,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcapz
HAS,"Hasbro, Inc.",93.24,$11.66B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/has
HA,"Hawaiian Holdings, Inc.",39.45,$2.11B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ha
HCOM,"Hawaiian Telcom Holdco, Inc.",29.55,$342.42M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/hcom
HWKN,"Hawkins, Inc.",39.5,$421.2M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/hwkn
HWBK,"Hawthorn Bancshares, Inc.",20.5099,$119.58M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hwbk
HAYN,"Haynes International, Inc.",32.61,$407.88M,2007,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/hayn
HDS,"HD Supply Holdings, Inc.",33.21,$6.2B,2013,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hds
HIIQ,"Health Insurance Innovations, Inc.",22.85,$375.7M,2013,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/hiiq
HCSG,"Healthcare Services Group, Inc.",51.43,$3.76B,1983,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hcsg
HQY,"HealthEquity, Inc.",45.77,$2.77B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hqy
HSTM,"HealthStream, Inc.",23.68,$755.08M,2000,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/hstm
HTLD,"Heartland Express, Inc.",22.7,$1.89B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/htld
HTLF,"Heartland Financial USA, Inc.",44.6,$1.33B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htlf
HTBX,"Heat Biologics, Inc.",0.6005,$21.49M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/htbx
HEBT,"Hebron Technology Co., Ltd.",2.9,$42.62M,2016,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hebt
HSII,"Heidrick & Struggles International, Inc.",18.75,$352.22M,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/hsii
HELE,Helen of Troy Limited,95.55,$2.6B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hele
HMNY,Helios and Matheson Analytics Inc,3.48,$24.61M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hmny
HMTV,"Hemisphere Media Group, Inc.",12.95,$551.77M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/hmtv
HNNA,"Hennessy Advisors, Inc.",15.15,$116.52M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/hnna
HSIC,"Henry Schein, Inc.",80.9,$12.79B,1995,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hsic
HTBK,Heritage Commerce Corp,13.49,$514.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htbk
HFWA,Heritage Financial Corporation,27.5,$823.09M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hfwa
HCCI,"Heritage-Crystal Clean, Inc.",20.25,$457.95M,2008,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/hcci
MLHR,"Herman Miller, Inc.",34.85,$2.08B,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/mlhr
HRTX,"Heron Therapeutics, Inc.  ",15.2,$822.91M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hrtx
HSKA,Heska Corporation,93.99,$679.18M,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/hska
HIBB,"Hibbett Sports, Inc.",13.15,$270.1M,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hibb
SNLN,Highland/iBoxx Senior Loan ETF,18.26,$476.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snln
HPJ,Highpower International Inc,4.825,$74.11M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hpj
HIHO,Highway Holdings Limited,3.5,$13.31M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hiho
HIMX,"Himax Technologies, Inc.",10.7,$1.84B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/himx
HIFS,Hingham Institution for Savings,190.06,$405.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hifs
HSGX,Histogenics Corporation,2.05,$46.11M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hsgx
HMNF,"HMN Financial, Inc.",18.05,$81.18M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hmnf
HMSY,HMS Holdings Corp,19.05,$1.6B,1992,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hmsy
HOLI,"Hollysys Automation Technologies, Ltd.",20.77,$1.25B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/holi
HOLX,"Hologic, Inc.",37.36,$10.48B,1990,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/holx
HBCP,"Home Bancorp, Inc.",42.44,$314.16M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
HOMB,"Home BancShares, Inc.",22.75,$3.25B,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/homb
HFBL,"Home Federal Bancorp, Inc. of Louisiana",26.52,$51.8M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
HMST,"HomeStreet, Inc.",25.6,$688.23M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/hmst
HMTA,HomeTown Bankshares Corporation,10.8001,$62.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hmta
HTBI,"HomeTrust Bancshares, Inc.",24.5,$464.73M,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
HOFT,Hooker Furniture Corporation,44.65,$517.33M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hoft
HOPE,"Hope Bancorp, Inc.",16.25,$2.2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hope
HFBC,"HopFed Bancorp, Inc.",14.25,$95.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
HBNC,Horizon Bancorp (IN),26.47,$587.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
HZNP,Horizon Pharma plc,11.84,$1.93B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,10.83,$124.77M,2010,n/a,n/a,http://www.nasdaq.com/symbol/hrzn
DAX,Horizons DAX Germany ETF,30.45,$18.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,Horizons NASDAQ-100 Covered Call ETF,24.019,$19.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
HDP,"Hortonworks, Inc.",17.09,$1.15B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hdp
HPT,Hospitality Properties Trust,28.07,$4.61B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
TWNK,"Hostess Brands, Inc.",13.82,$1.8B,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnk
TWNKW,"Hostess Brands, Inc.",2.13,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnkw
HMHC,Houghton Mifflin Harcourt Company,11.05,$1.36B,2013,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,4.85,$79.96M,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,6.0501,$30.25M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",20.6,$202.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,"HSN, Inc.",37.55,$1.97B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HTGM,"HTG Molecular Diagnostics, Inc.",1.85,$21.18M,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/htgm
HUBG,"Hub Group, Inc.",40.8,$1.39B,1996,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HSON,"Hudson Global, Inc.",1.41,$44.26M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",9.39,$390.98M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HUNT,Hunter Maritime Acquisition Corp.,9.84,$42.44M,2017,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hunt
HUNTU,Hunter Maritime Acquisition Corp.,10.08,n/a,2016,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntu
HUNTW,Hunter Maritime Acquisition Corp.,0.64,n/a,2017,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntw
HBAN,Huntington Bancshares Incorporated,13.09,$14.27B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,25.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,27.87,$22.2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbano
HBANP,Huntington Bancshares Incorporated,1459,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,"Hurco Companies, Inc.",38.8,$257.02M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,32.8,$725.12M,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HCM,Hutchison China MediTech Limited,25.26,$3.07B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
HBP,"Huttig Building Products, Inc.",6.61,$171.02M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HVBC,"HV Bancorp, Inc.",14.4073,$31.44M,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/hvbc
HYGS,Hydrogenics Corporation,9.85,$150.04M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
IDSY,"I.D. Systems, Inc.",6.43,$111.7M,1999,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IAC,IAC/InterActiveCorp,114.62,$9.14B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
IAMXU,I-AM Capital Acquisition Company,10.15,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/iamxu
IBKC,IBERIABANK Corporation,75.95,$4.07B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,27.9271,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,28.4216,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,3.87,$64.22M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,54.27,$8.94B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/iep
ICCH,"ICC Holdings, Inc.",17.75,$56.07M,2017,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/icch
ICFI,"ICF International, Inc.",50.1,$938.61M,2006,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,24.84,$623.88M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/ichr
ICLR,ICON plc,113.39,$6.13B,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",5.88,$335.7M,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",182.85,$3.65B,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,2.56,$35.83M,2013,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",4.84,$68.09M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",2.23,$333.68M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",162.1,$14.15B,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",16.95,$363.31M,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",19.6,$77.23M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,12.13,$171.31M,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ifmk
RXDX,"Ignyta, Inc.",12.25,$689.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
INFO,IHS Markit Ltd.,47.53,$18.97B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,39.95,$2.53B,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",14.12,$967.22M,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,8.4,$16.73M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILG,"ILG, Inc",25.29,$3.16B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
ILMN,"Illumina, Inc.",209.4,$30.57B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",3,$15.51M,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,7.78,$227.66M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,6.25,$31.55M,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,10.15,$260.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,1.07,$11.32M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMGN,"ImmunoGen, Inc.",6.76,$758.61M,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",11.26,$1.25B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,5.75,$18.75M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,0.903,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrnw
IPXL,"Impax Laboratories, Inc.",21,$1.56B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMPV,"Imperva, Inc.",44.8,$1.51B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
PI,"Impinj, Inc.",39.2,$817.71M,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",1.67,$33.51M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",54.55,$5.68B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
INCY,Incyte Corporation,118.4,$24.94B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,71.2,$1.95B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,20.45,$436.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",57.15,$1.59B,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
INDU,Industrea Acquisition Corp.,9.76,$280.6M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/indu
INDUU,Industrea Acquisition Corp.,10.11,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induu
INDUW,Industrea Acquisition Corp.,0.38,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induw
IDSA,"Industrial Services of America, Inc.",1.7399,$14.06M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,8.53,$1.26B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",1.25,$63.36M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,90.65,$1B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,"Information Services Group, Inc.",3.67,$158.85M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.36,$6.08M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",25,$506.49M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",11.07,$603.37M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.45,$37.52M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",47.14,$920.46M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,57.75,$1.39B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",3.3,$55.38M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",13.81,$1.51B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",102.49,$2.12B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,1.31,$35.38M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",16.65,$2.43B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",6,$541.36M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INPX,Inpixon ,0.2379,$2.44M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,1.3,$73.05M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",41.72,$1.49B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",1.09,$12.9M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",28.29,$2.16B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",13.4,$300.03M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
IIIN,"Insteel Industries, Inc.",25.32,$481.72M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,58.71,$3.41B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",9.09,$660.81M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,8,$207.7M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,51.88,$4.05B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",27.92,$3.73B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IMTE,Integrated Media Technology Limited,7.4999,$19.83M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/imte
INTC,Intel Corporation,37,$173.86B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
NTLA,"Intellia Therapeutics, Inc.",22.81,$823.74M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,0.923,$28.63M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",40.75,$1.27B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",42.87,$17.7B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",95.75,$2.4B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",74.4,$2.58B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",20.15,$1.24B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",7.25,$53.19M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.02,$50.55M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,4.14,$344.88M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,37.9,$2.5B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,35.1,$1.57B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,8.05,$154.59M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",9.31,$839.07M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",1.59,$35.24M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",30.65,$894.66M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",3.46,$82.82M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
IVAC,"Intevac, Inc.",8.4,$182.97M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,35.32,$661.17M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,20.2,$877.17M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,11.75,$80.49M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,143.8,$36.67B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",1046.29,$39.01B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
SNAK,"Inventure Foods, Inc.",4.59,$90.82M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,22.85,$201.43M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",13.41,$4.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,179.05,$337.91M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,1.35,$46.18M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
